period_init,v_kick,bound?,tighten?,circularize?
122.0909090909091,494.95959595959596,0.0,,
122.0909090909091,500.0,0.0,,
132.1818181818182,1.0,1.0,1.0,1.0
132.1818181818182,6.040404040404041,1.0,1.0,1.0
132.1818181818182,11.080808080808081,1.0,1.0,1.0
132.1818181818182,16.12121212121212,1.0,1.0,1.0
132.1818181818182,21.161616161616163,1.0,1.0,1.0
132.1818181818182,26.202020202020204,1.0,1.0,0.935
132.1818181818182,31.242424242424242,1.0,1.0,0.873
132.1818181818182,36.282828282828284,1.0,0.916,0.745
132.1818181818182,41.323232323232325,1.0,0.854,0.62
132.1818181818182,46.36363636363637,1.0,0.755,0.488
132.1818181818182,51.40404040404041,1.0,0.723,0.432
132.1818181818182,56.44444444444445,0.937,0.743863393810032,0.3468516542155816
132.1818181818182,61.484848484848484,0.885,0.7220338983050848,0.2903954802259887
132.1818181818182,66.52525252525253,0.82,0.7524390243902439,0.26707317073170733
132.1818181818182,71.56565656565657,0.801,0.7578027465667915,0.23220973782771537
132.1818181818182,76.60606060606061,0.727,0.7262723521320495,0.20495185694635487
132.1818181818182,81.64646464646465,0.714,0.7366946778711485,0.21708683473389356
132.1818181818182,86.68686868686869,0.682,0.7697947214076246,0.18621700879765396
132.1818181818182,91.72727272727273,0.621,0.748792270531401,0.1642512077294686
132.1818181818182,96.76767676767678,0.599,0.7378964941569283,0.14023372287145242
132.1818181818182,101.80808080808082,0.575,0.7808695652173913,0.1791304347826087
132.1818181818182,106.84848484848486,0.493,0.77079107505071,0.15415821501014199
132.1818181818182,111.8888888888889,0.489,0.7361963190184049,0.1411042944785276
132.1818181818182,116.92929292929294,0.497,0.6881287726358148,0.1488933601609658
132.1818181818182,121.96969696969697,0.462,0.7316017316017316,0.1471861471861472
132.1818181818182,127.01010101010101,0.445,0.7415730337078652,0.11910112359550562
132.1818181818182,132.05050505050505,0.386,0.7461139896373057,0.13989637305699482
132.1818181818182,137.0909090909091,0.41,0.7268292682926829,0.13414634146341464
132.1818181818182,142.13131313131314,0.368,0.720108695652174,0.12771739130434784
