period_init,v_kick,collide?,bound?
182.63636363636365,439.51515151515156,0.0,0.0
182.63636363636365,444.5555555555556,0.0,0.0
182.63636363636365,449.59595959595964,0.0,0.0
182.63636363636365,454.6363636363637,0.0,0.0
182.63636363636365,459.6767676767677,0.0,0.0
182.63636363636365,464.71717171717177,0.0,0.0
182.63636363636365,469.7575757575758,0.0,0.0
182.63636363636365,474.79797979797985,0.0,0.0
182.63636363636365,479.8383838383839,0.0,0.0
182.63636363636365,484.8787878787879,0.0,0.0
182.63636363636365,489.9191919191919,0.0,0.0
182.63636363636365,494.95959595959596,0.0,0.0
182.63636363636365,500.0,0.0,0.0
192.72727272727275,1.0,0.0,1.0
192.72727272727275,6.040404040404041,0.0,1.0
192.72727272727275,11.080808080808081,0.0,1.0
192.72727272727275,16.12121212121212,0.0,1.0
192.72727272727275,21.161616161616163,0.0,1.0
192.72727272727275,26.202020202020204,0.0,1.0
192.72727272727275,31.242424242424242,0.0,1.0
192.72727272727275,36.282828282828284,0.0,1.0
192.72727272727275,41.323232323232325,0.0,1.0
192.72727272727275,46.36363636363637,0.0,0.937
192.72727272727275,51.40404040404041,0.0,0.84
192.72727272727275,56.44444444444445,0.001,0.767
192.72727272727275,61.484848484848484,0.0,0.691
192.72727272727275,66.52525252525253,0.003,0.641
192.72727272727275,71.56565656565657,0.001,0.58
192.72727272727275,76.60606060606061,0.0,0.55
192.72727272727275,81.64646464646465,0.0,0.491
192.72727272727275,86.68686868686869,0.0,0.431
192.72727272727275,91.72727272727273,0.0,0.36
192.72727272727275,96.76767676767678,0.0,0.325
192.72727272727275,101.80808080808082,0.0,0.284
192.72727272727275,106.84848484848486,0.0,0.257
192.72727272727275,111.8888888888889,0.0,0.221
192.72727272727275,116.92929292929294,0.0,0.18
192.72727272727275,121.96969696969697,0.0,0.145
192.72727272727275,127.01010101010101,0.0,0.111
192.72727272727275,132.05050505050505,0.0,0.075
192.72727272727275,137.0909090909091,0.0,0.039
192.72727272727275,142.13131313131314,0.0,0.009
192.72727272727275,147.17171717171718,0.0,0.0
192.72727272727275,152.21212121212122,0.0,0.0
192.72727272727275,157.25252525252526,0.0,0.0
192.72727272727275,162.2929292929293,0.0,0.0
192.72727272727275,167.33333333333334,0.0,0.0
192.72727272727275,172.37373737373738,0.0,0.0
192.72727272727275,177.41414141414143,0.0,0.0
192.72727272727275,182.45454545454547,0.0,0.0
192.72727272727275,187.4949494949495,0.0,0.0
192.72727272727275,192.53535353535355,0.001,0.0
192.72727272727275,197.5757575757576,0.0,0.0
192.72727272727275,202.61616161616163,0.0,0.0
192.72727272727275,207.65656565656568,0.0,0.0
192.72727272727275,212.69696969696972,0.0,0.0
192.72727272727275,217.73737373737376,0.0,0.0
192.72727272727275,222.7777777777778,0.0,0.0
192.72727272727275,227.81818181818184,0.0,0.0
192.72727272727275,232.85858585858588,0.0,0.0
192.72727272727275,237.89898989898992,0.0,0.0
192.72727272727275,242.93939393939394,0.0,0.0
192.72727272727275,247.97979797979798,0.0,0.0
192.72727272727275,253.02020202020202,0.0,0.0
192.72727272727275,258.06060606060606,0.0,0.0
192.72727272727275,263.1010101010101,0.0,0.0
192.72727272727275,268.14141414141415,0.0,0.0
192.72727272727275,273.1818181818182,0.0,0.0
192.72727272727275,278.22222222222223,0.0,0.0
192.72727272727275,283.26262626262627,0.0,0.0
192.72727272727275,288.3030303030303,0.0,0.0
192.72727272727275,293.34343434343435,0.0,0.0
192.72727272727275,298.3838383838384,0.0,0.0
192.72727272727275,303.42424242424244,0.0,0.0
192.72727272727275,308.4646464646465,0.0,0.0
192.72727272727275,313.5050505050505,0.0,0.0
192.72727272727275,318.54545454545456,0.0,0.0
192.72727272727275,323.5858585858586,0.0,0.0
192.72727272727275,328.62626262626264,0.0,0.0
192.72727272727275,333.6666666666667,0.0,0.0
192.72727272727275,338.7070707070707,0.0,0.0
192.72727272727275,343.74747474747477,0.0,0.0
192.72727272727275,348.7878787878788,0.0,0.0
192.72727272727275,353.82828282828285,0.0,0.0
192.72727272727275,358.8686868686869,0.0,0.0
192.72727272727275,363.90909090909093,0.0,0.0
192.72727272727275,368.949494949495,0.0,0.0
192.72727272727275,373.989898989899,0.0,0.0
192.72727272727275,379.03030303030306,0.0,0.0
192.72727272727275,384.0707070707071,0.0,0.0
192.72727272727275,389.11111111111114,0.0,0.0
192.72727272727275,394.1515151515152,0.0,0.0
192.72727272727275,399.1919191919192,0.0,0.0
192.72727272727275,404.23232323232327,0.0,0.0
192.72727272727275,409.2727272727273,0.0,0.0
192.72727272727275,414.31313131313135,0.0,0.0
192.72727272727275,419.3535353535354,0.0,0.0
192.72727272727275,424.39393939393943,0.0,0.0
192.72727272727275,429.4343434343435,0.0,0.0
192.72727272727275,434.4747474747475,0.0,0.0
192.72727272727275,439.51515151515156,0.0,0.0
192.72727272727275,444.5555555555556,0.0,0.0
192.72727272727275,449.59595959595964,0.0,0.0
192.72727272727275,454.6363636363637,0.0,0.0
192.72727272727275,459.6767676767677,0.0,0.0
192.72727272727275,464.71717171717177,0.0,0.0
192.72727272727275,469.7575757575758,0.0,0.0
192.72727272727275,474.79797979797985,0.0,0.0
192.72727272727275,479.8383838383839,0.0,0.0
192.72727272727275,484.8787878787879,0.0,0.0
192.72727272727275,489.9191919191919,0.0,0.0
192.72727272727275,494.95959595959596,0.0,0.0
192.72727272727275,500.0,0.0,0.0
202.81818181818184,1.0,0.0,1.0
202.81818181818184,6.040404040404041,0.0,1.0
202.81818181818184,11.080808080808081,0.0,1.0
202.81818181818184,16.12121212121212,0.0,1.0
202.81818181818184,21.161616161616163,0.0,1.0
202.81818181818184,26.202020202020204,0.0,1.0
202.81818181818184,31.242424242424242,0.0,1.0
202.81818181818184,36.282828282828284,0.0,1.0
202.81818181818184,41.323232323232325,0.0,1.0
202.81818181818184,46.36363636363637,0.0,0.925
202.81818181818184,51.40404040404041,0.001,0.851
202.81818181818184,56.44444444444445,0.0,0.753
202.81818181818184,61.484848484848484,0.0,0.713
202.81818181818184,66.52525252525253,0.0,0.625
202.81818181818184,71.56565656565657,0.0,0.569
202.81818181818184,76.60606060606061,0.002,0.506
202.81818181818184,81.64646464646465,0.001,0.433
202.81818181818184,86.68686868686869,0.0,0.387
202.81818181818184,91.72727272727273,0.0,0.366
202.81818181818184,96.76767676767678,0.0,0.349
202.81818181818184,101.80808080808082,0.0,0.299
202.81818181818184,106.84848484848486,0.0,0.248
202.81818181818184,111.8888888888889,0.0,0.186
202.81818181818184,116.92929292929294,0.0,0.164
202.81818181818184,121.96969696969697,0.001,0.142
202.81818181818184,127.01010101010101,0.0,0.098
202.81818181818184,132.05050505050505,0.0,0.06
202.81818181818184,137.0909090909091,0.0,0.036
202.81818181818184,142.13131313131314,0.0,0.0
202.81818181818184,147.17171717171718,0.0,0.0
202.81818181818184,152.21212121212122,0.0,0.0
202.81818181818184,157.25252525252526,0.0,0.0
202.81818181818184,162.2929292929293,0.0,0.0
202.81818181818184,167.33333333333334,0.0,0.0
202.81818181818184,172.37373737373738,0.0,0.0
202.81818181818184,177.41414141414143,0.0,0.0
202.81818181818184,182.45454545454547,0.0,0.0
202.81818181818184,187.4949494949495,0.0,0.0
202.81818181818184,192.53535353535355,0.0,0.0
202.81818181818184,197.5757575757576,0.0,0.0
202.81818181818184,202.61616161616163,0.0,0.0
202.81818181818184,207.65656565656568,0.0,0.0
202.81818181818184,212.69696969696972,0.0,0.0
202.81818181818184,217.73737373737376,0.0,0.0
202.81818181818184,222.7777777777778,0.0,0.0
202.81818181818184,227.81818181818184,0.0,0.0
202.81818181818184,232.85858585858588,0.0,0.0
202.81818181818184,237.89898989898992,0.0,0.0
202.81818181818184,242.93939393939394,0.0,0.0
202.81818181818184,247.97979797979798,0.0,0.0
202.81818181818184,253.02020202020202,0.0,0.0
202.81818181818184,258.06060606060606,0.0,0.0
202.81818181818184,263.1010101010101,0.0,0.0
202.81818181818184,268.14141414141415,0.0,0.0
202.81818181818184,273.1818181818182,0.0,0.0
202.81818181818184,278.22222222222223,0.0,0.0
202.81818181818184,283.26262626262627,0.0,0.0
202.81818181818184,288.3030303030303,0.0,0.0
202.81818181818184,293.34343434343435,0.0,0.0
202.81818181818184,298.3838383838384,0.0,0.0
202.81818181818184,303.42424242424244,0.0,0.0
202.81818181818184,308.4646464646465,0.0,0.0
202.81818181818184,313.5050505050505,0.0,0.0
202.81818181818184,318.54545454545456,0.0,0.0
202.81818181818184,323.5858585858586,0.0,0.0
202.81818181818184,328.62626262626264,0.0,0.0
202.81818181818184,333.6666666666667,0.0,0.0
202.81818181818184,338.7070707070707,0.0,0.0
202.81818181818184,343.74747474747477,0.0,0.0
202.81818181818184,348.7878787878788,0.0,0.0
202.81818181818184,353.82828282828285,0.0,0.0
202.81818181818184,358.8686868686869,0.0,0.0
202.81818181818184,363.90909090909093,0.0,0.0
202.81818181818184,368.949494949495,0.0,0.0
202.81818181818184,373.989898989899,0.0,0.0
202.81818181818184,379.03030303030306,0.0,0.0
202.81818181818184,384.0707070707071,0.0,0.0
202.81818181818184,389.11111111111114,0.0,0.0
202.81818181818184,394.1515151515152,0.0,0.0
202.81818181818184,399.1919191919192,0.0,0.0
202.81818181818184,404.23232323232327,0.0,0.0
202.81818181818184,409.2727272727273,0.0,0.0
202.81818181818184,414.31313131313135,0.0,0.0
202.81818181818184,419.3535353535354,0.0,0.0
202.81818181818184,424.39393939393943,0.0,0.0
202.81818181818184,429.4343434343435,0.0,0.0
202.81818181818184,434.4747474747475,0.0,0.0
202.81818181818184,439.51515151515156,0.0,0.0
202.81818181818184,444.5555555555556,0.0,0.0
202.81818181818184,449.59595959595964,0.0,0.0
202.81818181818184,454.6363636363637,0.0,0.0
202.81818181818184,459.6767676767677,0.0,0.0
202.81818181818184,464.71717171717177,0.0,0.0
202.81818181818184,469.7575757575758,0.0,0.0
202.81818181818184,474.79797979797985,0.0,0.0
202.81818181818184,479.8383838383839,0.0,0.0
202.81818181818184,484.8787878787879,0.0,0.0
202.81818181818184,489.9191919191919,0.0,0.0
202.81818181818184,494.95959595959596,0.0,0.0
202.81818181818184,500.0,0.0,0.0
212.90909090909093,1.0,0.0,1.0
212.90909090909093,6.040404040404041,0.0,1.0
212.90909090909093,11.080808080808081,0.0,1.0
212.90909090909093,16.12121212121212,0.0,1.0
212.90909090909093,21.161616161616163,0.0,1.0
212.90909090909093,26.202020202020204,0.0,1.0
212.90909090909093,31.242424242424242,0.0,1.0
212.90909090909093,36.282828282828284,0.0,1.0
212.90909090909093,41.323232323232325,0.0,1.0
212.90909090909093,46.36363636363637,0.0,0.915
212.90909090909093,51.40404040404041,0.0,0.818
212.90909090909093,56.44444444444445,0.0,0.763
212.90909090909093,61.484848484848484,0.0,0.705
212.90909090909093,66.52525252525253,0.0,0.601
212.90909090909093,71.56565656565657,0.0,0.553
212.90909090909093,76.60606060606061,0.0,0.483
212.90909090909093,81.64646464646465,0.0,0.444
212.90909090909093,86.68686868686869,0.0,0.384
212.90909090909093,91.72727272727273,0.0,0.356
212.90909090909093,96.76767676767678,0.0,0.321
212.90909090909093,101.80808080808082,0.0,0.269
212.90909090909093,106.84848484848486,0.0,0.238
212.90909090909093,111.8888888888889,0.0,0.208
212.90909090909093,116.92929292929294,0.0,0.138
212.90909090909093,121.96969696969697,0.0,0.107
212.90909090909093,127.01010101010101,0.0,0.087
212.90909090909093,132.05050505050505,0.0,0.059
212.90909090909093,137.0909090909091,0.0,0.024
212.90909090909093,142.13131313131314,0.0,0.0
212.90909090909093,147.17171717171718,0.0,0.0
212.90909090909093,152.21212121212122,0.0,0.0
212.90909090909093,157.25252525252526,0.0,0.0
212.90909090909093,162.2929292929293,0.0,0.0
212.90909090909093,167.33333333333334,0.0,0.0
212.90909090909093,172.37373737373738,0.0,0.0
212.90909090909093,177.41414141414143,0.0,0.0
212.90909090909093,182.45454545454547,0.0,0.0
212.90909090909093,187.4949494949495,0.0,0.0
212.90909090909093,192.53535353535355,0.0,0.0
212.90909090909093,197.5757575757576,0.0,0.0
212.90909090909093,202.61616161616163,0.0,0.0
212.90909090909093,207.65656565656568,0.0,0.0
212.90909090909093,212.69696969696972,0.0,0.0
212.90909090909093,217.73737373737376,0.0,0.0
212.90909090909093,222.7777777777778,0.0,0.0
212.90909090909093,227.81818181818184,0.0,0.0
212.90909090909093,232.85858585858588,0.0,0.0
212.90909090909093,237.89898989898992,0.0,0.0
212.90909090909093,242.93939393939394,0.0,0.0
212.90909090909093,247.97979797979798,0.0,0.0
212.90909090909093,253.02020202020202,0.0,0.0
212.90909090909093,258.06060606060606,0.0,0.0
212.90909090909093,263.1010101010101,0.0,0.0
212.90909090909093,268.14141414141415,0.0,0.0
212.90909090909093,273.1818181818182,0.0,0.0
212.90909090909093,278.22222222222223,0.0,0.0
212.90909090909093,283.26262626262627,0.0,0.0
212.90909090909093,288.3030303030303,0.0,0.0
212.90909090909093,293.34343434343435,0.0,0.0
212.90909090909093,298.3838383838384,0.0,0.0
212.90909090909093,303.42424242424244,0.0,0.0
212.90909090909093,308.4646464646465,0.0,0.0
212.90909090909093,313.5050505050505,0.0,0.0
212.90909090909093,318.54545454545456,0.0,0.0
212.90909090909093,323.5858585858586,0.0,0.0
212.90909090909093,328.62626262626264,0.0,0.0
212.90909090909093,333.6666666666667,0.0,0.0
212.90909090909093,338.7070707070707,0.0,0.0
212.90909090909093,343.74747474747477,0.0,0.0
212.90909090909093,348.7878787878788,0.0,0.0
212.90909090909093,353.82828282828285,0.0,0.0
212.90909090909093,358.8686868686869,0.0,0.0
212.90909090909093,363.90909090909093,0.0,0.0
212.90909090909093,368.949494949495,0.0,0.0
212.90909090909093,373.989898989899,0.0,0.0
212.90909090909093,379.03030303030306,0.0,0.0
212.90909090909093,384.0707070707071,0.0,0.0
212.90909090909093,389.11111111111114,0.0,0.0
212.90909090909093,394.1515151515152,0.0,0.0
212.90909090909093,399.1919191919192,0.0,0.0
212.90909090909093,404.23232323232327,0.0,0.0
212.90909090909093,409.2727272727273,0.0,0.0
212.90909090909093,414.31313131313135,0.0,0.0
212.90909090909093,419.3535353535354,0.0,0.0
212.90909090909093,424.39393939393943,0.0,0.0
212.90909090909093,429.4343434343435,0.0,0.0
212.90909090909093,434.4747474747475,0.0,0.0
212.90909090909093,439.51515151515156,0.0,0.0
212.90909090909093,444.5555555555556,0.0,0.0
212.90909090909093,449.59595959595964,0.0,0.0
212.90909090909093,454.6363636363637,0.0,0.0
212.90909090909093,459.6767676767677,0.0,0.0
212.90909090909093,464.71717171717177,0.0,0.0
212.90909090909093,469.7575757575758,0.0,0.0
212.90909090909093,474.79797979797985,0.0,0.0
212.90909090909093,479.8383838383839,0.0,0.0
212.90909090909093,484.8787878787879,0.0,0.0
212.90909090909093,489.9191919191919,0.0,0.0
212.90909090909093,494.95959595959596,0.0,0.0
212.90909090909093,500.0,0.0,0.0
223.00000000000003,1.0,0.0,1.0
223.00000000000003,6.040404040404041,0.0,1.0
223.00000000000003,11.080808080808081,0.0,1.0
223.00000000000003,16.12121212121212,0.0,1.0
223.00000000000003,21.161616161616163,0.0,1.0
223.00000000000003,26.202020202020204,0.0,1.0
223.00000000000003,31.242424242424242,0.0,1.0
223.00000000000003,36.282828282828284,0.0,1.0
223.00000000000003,41.323232323232325,0.0,1.0
223.00000000000003,46.36363636363637,0.0,0.906
223.00000000000003,51.40404040404041,0.001,0.802
223.00000000000003,56.44444444444445,0.001,0.712
223.00000000000003,61.484848484848484,0.0,0.649
223.00000000000003,66.52525252525253,0.0,0.618
223.00000000000003,71.56565656565657,0.0,0.525
223.00000000000003,76.60606060606061,0.0,0.485
223.00000000000003,81.64646464646465,0.001,0.442
223.00000000000003,86.68686868686869,0.0,0.407
223.00000000000003,91.72727272727273,0.0,0.34
223.00000000000003,96.76767676767678,0.0,0.302
223.00000000000003,101.80808080808082,0.0,0.282
223.00000000000003,106.84848484848486,0.0,0.214
223.00000000000003,111.8888888888889,0.0,0.178
223.00000000000003,116.92929292929294,0.0,0.128
223.00000000000003,121.96969696969697,0.0,0.11
223.00000000000003,127.01010101010101,0.0,0.077
223.00000000000003,132.05050505050505,0.0,0.036
223.00000000000003,137.0909090909091,0.0,0.0
223.00000000000003,142.13131313131314,0.0,0.0
223.00000000000003,147.17171717171718,0.0,0.0
223.00000000000003,152.21212121212122,0.0,0.0
223.00000000000003,157.25252525252526,0.0,0.0
223.00000000000003,162.2929292929293,0.0,0.0
223.00000000000003,167.33333333333334,0.0,0.0
223.00000000000003,172.37373737373738,0.0,0.0
223.00000000000003,177.41414141414143,0.0,0.0
223.00000000000003,182.45454545454547,0.0,0.0
223.00000000000003,187.4949494949495,0.0,0.0
223.00000000000003,192.53535353535355,0.0,0.0
223.00000000000003,197.5757575757576,0.0,0.0
223.00000000000003,202.61616161616163,0.0,0.0
223.00000000000003,207.65656565656568,0.0,0.0
223.00000000000003,212.69696969696972,0.0,0.0
223.00000000000003,217.73737373737376,0.0,0.0
223.00000000000003,222.7777777777778,0.0,0.0
223.00000000000003,227.81818181818184,0.0,0.0
223.00000000000003,232.85858585858588,0.0,0.0
223.00000000000003,237.89898989898992,0.0,0.0
223.00000000000003,242.93939393939394,0.0,0.0
223.00000000000003,247.97979797979798,0.0,0.0
223.00000000000003,253.02020202020202,0.0,0.0
223.00000000000003,258.06060606060606,0.0,0.0
223.00000000000003,263.1010101010101,0.0,0.0
223.00000000000003,268.14141414141415,0.0,0.0
223.00000000000003,273.1818181818182,0.0,0.0
223.00000000000003,278.22222222222223,0.0,0.0
223.00000000000003,283.26262626262627,0.0,0.0
223.00000000000003,288.3030303030303,0.0,0.0
223.00000000000003,293.34343434343435,0.0,0.0
223.00000000000003,298.3838383838384,0.0,0.0
223.00000000000003,303.42424242424244,0.0,0.0
223.00000000000003,308.4646464646465,0.0,0.0
223.00000000000003,313.5050505050505,0.0,0.0
223.00000000000003,318.54545454545456,0.0,0.0
223.00000000000003,323.5858585858586,0.0,0.0
223.00000000000003,328.62626262626264,0.0,0.0
223.00000000000003,333.6666666666667,0.0,0.0
223.00000000000003,338.7070707070707,0.0,0.0
223.00000000000003,343.74747474747477,0.0,0.0
223.00000000000003,348.7878787878788,0.0,0.0
223.00000000000003,353.82828282828285,0.0,0.0
223.00000000000003,358.8686868686869,0.0,0.0
223.00000000000003,363.90909090909093,0.0,0.0
223.00000000000003,368.949494949495,0.0,0.0
223.00000000000003,373.989898989899,0.0,0.0
223.00000000000003,379.03030303030306,0.0,0.0
223.00000000000003,384.0707070707071,0.0,0.0
223.00000000000003,389.11111111111114,0.0,0.0
223.00000000000003,394.1515151515152,0.0,0.0
223.00000000000003,399.1919191919192,0.0,0.0
223.00000000000003,404.23232323232327,0.0,0.0
223.00000000000003,409.2727272727273,0.0,0.0
223.00000000000003,414.31313131313135,0.0,0.0
223.00000000000003,419.3535353535354,0.0,0.0
223.00000000000003,424.39393939393943,0.0,0.0
223.00000000000003,429.4343434343435,0.0,0.0
223.00000000000003,434.4747474747475,0.0,0.0
223.00000000000003,439.51515151515156,0.0,0.0
223.00000000000003,444.5555555555556,0.0,0.0
223.00000000000003,449.59595959595964,0.0,0.0
223.00000000000003,454.6363636363637,0.0,0.0
223.00000000000003,459.6767676767677,0.001,0.0
223.00000000000003,464.71717171717177,0.0,0.0
223.00000000000003,469.7575757575758,0.0,0.0
223.00000000000003,474.79797979797985,0.0,0.0
223.00000000000003,479.8383838383839,0.0,0.0
223.00000000000003,484.8787878787879,0.0,0.0
223.00000000000003,489.9191919191919,0.0,0.0
223.00000000000003,494.95959595959596,0.0,0.0
223.00000000000003,500.0,0.0,0.0
233.09090909090912,1.0,0.0,1.0
233.09090909090912,6.040404040404041,0.0,1.0
233.09090909090912,11.080808080808081,0.0,1.0
233.09090909090912,16.12121212121212,0.0,1.0
233.09090909090912,21.161616161616163,0.0,1.0
233.09090909090912,26.202020202020204,0.0,1.0
233.09090909090912,31.242424242424242,0.0,1.0
233.09090909090912,36.282828282828284,0.0,1.0
233.09090909090912,41.323232323232325,0.0,0.987
233.09090909090912,46.36363636363637,0.0,0.87
233.09090909090912,51.40404040404041,0.0,0.779
233.09090909090912,56.44444444444445,0.0,0.716
233.09090909090912,61.484848484848484,0.0,0.657
233.09090909090912,66.52525252525253,0.0,0.566
233.09090909090912,71.56565656565657,0.0,0.537
233.09090909090912,76.60606060606061,0.0,0.503
233.09090909090912,81.64646464646465,0.0,0.447
233.09090909090912,86.68686868686869,0.0,0.403
233.09090909090912,91.72727272727273,0.0,0.338
233.09090909090912,96.76767676767678,0.0,0.294
233.09090909090912,101.80808080808082,0.0,0.26
233.09090909090912,106.84848484848486,0.0,0.225
233.09090909090912,111.8888888888889,0.0,0.161
233.09090909090912,116.92929292929294,0.0,0.128
233.09090909090912,121.96969696969697,0.0,0.08
233.09090909090912,127.01010101010101,0.0,0.059
233.09090909090912,132.05050505050505,0.0,0.021
233.09090909090912,137.0909090909091,0.0,0.0
233.09090909090912,142.13131313131314,0.0,0.0
233.09090909090912,147.17171717171718,0.0,0.0
233.09090909090912,152.21212121212122,0.0,0.0
233.09090909090912,157.25252525252526,0.0,0.0
233.09090909090912,162.2929292929293,0.0,0.0
233.09090909090912,167.33333333333334,0.0,0.0
233.09090909090912,172.37373737373738,0.0,0.0
233.09090909090912,177.41414141414143,0.0,0.0
233.09090909090912,182.45454545454547,0.0,0.0
233.09090909090912,187.4949494949495,0.0,0.0
233.09090909090912,192.53535353535355,0.0,0.0
233.09090909090912,197.5757575757576,0.0,0.0
233.09090909090912,202.61616161616163,0.0,0.0
233.09090909090912,207.65656565656568,0.0,0.0
233.09090909090912,212.69696969696972,0.0,0.0
233.09090909090912,217.73737373737376,0.0,0.0
233.09090909090912,222.7777777777778,0.0,0.0
233.09090909090912,227.81818181818184,0.0,0.0
233.09090909090912,232.85858585858588,0.0,0.0
233.09090909090912,237.89898989898992,0.0,0.0
233.09090909090912,242.93939393939394,0.0,0.0
233.09090909090912,247.97979797979798,0.0,0.0
233.09090909090912,253.02020202020202,0.0,0.0
233.09090909090912,258.06060606060606,0.0,0.0
233.09090909090912,263.1010101010101,0.0,0.0
233.09090909090912,268.14141414141415,0.0,0.0
233.09090909090912,273.1818181818182,0.0,0.0
233.09090909090912,278.22222222222223,0.0,0.0
233.09090909090912,283.26262626262627,0.0,0.0
233.09090909090912,288.3030303030303,0.0,0.0
233.09090909090912,293.34343434343435,0.0,0.0
233.09090909090912,298.3838383838384,0.0,0.0
233.09090909090912,303.42424242424244,0.0,0.0
233.09090909090912,308.4646464646465,0.0,0.0
233.09090909090912,313.5050505050505,0.0,0.0
233.09090909090912,318.54545454545456,0.0,0.0
233.09090909090912,323.5858585858586,0.0,0.0
233.09090909090912,328.62626262626264,0.0,0.0
233.09090909090912,333.6666666666667,0.0,0.0
233.09090909090912,338.7070707070707,0.0,0.0
233.09090909090912,343.74747474747477,0.0,0.0
233.09090909090912,348.7878787878788,0.0,0.0
233.09090909090912,353.82828282828285,0.0,0.0
233.09090909090912,358.8686868686869,0.0,0.0
233.09090909090912,363.90909090909093,0.0,0.0
233.09090909090912,368.949494949495,0.0,0.0
233.09090909090912,373.989898989899,0.0,0.0
233.09090909090912,379.03030303030306,0.0,0.0
233.09090909090912,384.0707070707071,0.0,0.0
233.09090909090912,389.11111111111114,0.0,0.0
233.09090909090912,394.1515151515152,0.0,0.0
233.09090909090912,399.1919191919192,0.0,0.0
233.09090909090912,404.23232323232327,0.0,0.0
233.09090909090912,409.2727272727273,0.0,0.0
233.09090909090912,414.31313131313135,0.0,0.0
233.09090909090912,419.3535353535354,0.0,0.0
233.09090909090912,424.39393939393943,0.0,0.0
233.09090909090912,429.4343434343435,0.0,0.0
233.09090909090912,434.4747474747475,0.0,0.0
233.09090909090912,439.51515151515156,0.0,0.0
233.09090909090912,444.5555555555556,0.0,0.0
233.09090909090912,449.59595959595964,0.0,0.0
233.09090909090912,454.6363636363637,0.0,0.0
233.09090909090912,459.6767676767677,0.0,0.0
233.09090909090912,464.71717171717177,0.0,0.0
233.09090909090912,469.7575757575758,0.0,0.0
233.09090909090912,474.79797979797985,0.0,0.0
233.09090909090912,479.8383838383839,0.0,0.0
233.09090909090912,484.8787878787879,0.0,0.0
233.09090909090912,489.9191919191919,0.0,0.0
233.09090909090912,494.95959595959596,0.0,0.0
233.09090909090912,500.0,0.0,0.0
243.1818181818182,1.0,0.0,1.0
243.1818181818182,6.040404040404041,0.0,1.0
243.1818181818182,11.080808080808081,0.0,1.0
243.1818181818182,16.12121212121212,0.0,1.0
243.1818181818182,21.161616161616163,0.0,1.0
243.1818181818182,26.202020202020204,0.0,1.0
243.1818181818182,31.242424242424242,0.0,1.0
243.1818181818182,36.282828282828284,0.0,1.0
243.1818181818182,41.323232323232325,0.0,0.977
243.1818181818182,46.36363636363637,0.0,0.861
243.1818181818182,51.40404040404041,0.002,0.79
243.1818181818182,56.44444444444445,0.0,0.733
243.1818181818182,61.484848484848484,0.0,0.649
243.1818181818182,66.52525252525253,0.0,0.591
243.1818181818182,71.56565656565657,0.0,0.532
243.1818181818182,76.60606060606061,0.0,0.47
243.1818181818182,81.64646464646465,0.0,0.403
243.1818181818182,86.68686868686869,0.0,0.356
243.1818181818182,91.72727272727273,0.0,0.334
243.1818181818182,96.76767676767678,0.0,0.261
243.1818181818182,101.80808080808082,0.0,0.235
243.1818181818182,106.84848484848486,0.0,0.175
243.1818181818182,111.8888888888889,0.0,0.139
243.1818181818182,116.92929292929294,0.0,0.127
243.1818181818182,121.96969696969697,0.0,0.078
243.1818181818182,127.01010101010101,0.0,0.048
243.1818181818182,132.05050505050505,0.0,0.002
243.1818181818182,137.0909090909091,0.0,0.0
243.1818181818182,142.13131313131314,0.0,0.0
243.1818181818182,147.17171717171718,0.0,0.0
243.1818181818182,152.21212121212122,0.0,0.0
243.1818181818182,157.25252525252526,0.0,0.0
243.1818181818182,162.2929292929293,0.0,0.0
243.1818181818182,167.33333333333334,0.0,0.0
243.1818181818182,172.37373737373738,0.0,0.0
243.1818181818182,177.41414141414143,0.0,0.0
243.1818181818182,182.45454545454547,0.0,0.0
243.1818181818182,187.4949494949495,0.0,0.0
243.1818181818182,192.53535353535355,0.0,0.0
243.1818181818182,197.5757575757576,0.0,0.0
243.1818181818182,202.61616161616163,0.0,0.0
243.1818181818182,207.65656565656568,0.0,0.0
243.1818181818182,212.69696969696972,0.0,0.0
243.1818181818182,217.73737373737376,0.0,0.0
243.1818181818182,222.7777777777778,0.0,0.0
243.1818181818182,227.81818181818184,0.0,0.0
243.1818181818182,232.85858585858588,0.0,0.0
243.1818181818182,237.89898989898992,0.0,0.0
243.1818181818182,242.93939393939394,0.0,0.0
243.1818181818182,247.97979797979798,0.0,0.0
243.1818181818182,253.02020202020202,0.0,0.0
243.1818181818182,258.06060606060606,0.0,0.0
243.1818181818182,263.1010101010101,0.0,0.0
243.1818181818182,268.14141414141415,0.0,0.0
243.1818181818182,273.1818181818182,0.0,0.0
243.1818181818182,278.22222222222223,0.0,0.0
243.1818181818182,283.26262626262627,0.0,0.0
243.1818181818182,288.3030303030303,0.0,0.0
243.1818181818182,293.34343434343435,0.0,0.0
243.1818181818182,298.3838383838384,0.0,0.0
243.1818181818182,303.42424242424244,0.0,0.0
243.1818181818182,308.4646464646465,0.0,0.0
243.1818181818182,313.5050505050505,0.0,0.0
243.1818181818182,318.54545454545456,0.0,0.0
243.1818181818182,323.5858585858586,0.0,0.0
243.1818181818182,328.62626262626264,0.0,0.0
243.1818181818182,333.6666666666667,0.0,0.0
243.1818181818182,338.7070707070707,0.0,0.0
243.1818181818182,343.74747474747477,0.0,0.0
243.1818181818182,348.7878787878788,0.0,0.0
243.1818181818182,353.82828282828285,0.0,0.0
243.1818181818182,358.8686868686869,0.0,0.0
