period_init,v_kick,bound?,tighten?,circularize?
1.0,1.0,1.0,346997366769.75714,0.1453147746946859
1.0,6.040404040404041,1.0,347184077021.0025,0.14498939804276575
1.0,11.080808080808081,1.0,347306018089.0422,0.1452239513471456
1.0,16.12121212121212,1.0,347700187665.096,0.14497814291073968
1.0,21.161616161616163,1.0,347964194696.64813,0.14582754854590982
1.0,26.202020202020204,1.0,348459249886.2648,0.14601607481691592
1.0,31.242424242424242,1.0,348453643229.47504,0.14860054378974707
1.0,36.282828282828284,1.0,350834271302.16077,0.14453498819547628
1.0,41.323232323232325,1.0,350781338329.3555,0.1483099790203645
1.0,46.36363636363637,1.0,353295450486.2231,0.14697362121763724
1.0,51.40404040404041,1.0,351062496091.7337,0.16107294049355197
1.0,56.44444444444445,1.0,353551179789.409,0.16307577095877565
1.0,61.484848484848484,1.0,355608386148.08887,0.16736229750267426
1.0,66.52525252525253,1.0,355226762913.61774,0.17720714339821417
1.0,71.56565656565657,1.0,357629277640.9928,0.18578030903494036
1.0,76.60606060606061,1.0,360786503549.53296,0.18868537809861385
1.0,81.64646464646465,1.0,361344676051.83594,0.19855816111949334
1.0,86.68686868686869,1.0,364431670790.08276,0.20584508596557644
1.0,91.72727272727273,1.0,368141236808.7251,0.21284815361817525
1.0,96.76767676767678,1.0,372587065842.1746,0.2162204905113329
1.0,101.80808080808082,1.0,369091145489.2124,0.2368906319334012
1.0,106.84848484848486,1.0,372291422095.73773,0.24402132792573059
1.0,111.8888888888889,1.0,377379211161.52026,0.2484819474826091
1.0,116.92929292929294,1.0,376182365023.72845,0.2627388726835552
1.0,121.96969696969697,1.0,388755603848.538,0.26848766326255735
1.0,127.01010101010101,1.0,381647389424.9573,0.2841867451255249
1.0,132.05050505050505,1.0,390444542964.1276,0.2822519491563682
1.0,137.0909090909091,1.0,400675952742.85876,0.29101685945682354
1.0,142.13131313131314,1.0,401109268665.2259,0.3043447108713577
1.0,147.17171717171718,1.0,404030466018.9139,0.3152515713607035
1.0,152.21212121212122,1.0,415053902687.2514,0.33051583543723473
1.0,157.25252525252526,1.0,409263594491.4509,0.3402194346183926
1.0,162.2929292929293,1.0,416849772694.0944,0.34284708120498
1.0,167.33333333333334,1.0,422306522176.693,0.35960310064919826
1.0,172.37373737373738,1.0,429464779816.2196,0.3645107167700859
1.0,177.41414141414143,1.0,435795516603.8273,0.37517452336900486
1.0,182.45454545454547,1.0,450180714413.0861,0.38858395829061937
1.0,187.4949494949495,1.0,459095919563.76013,0.3965748918836773
1.0,192.53535353535355,1.0,461802628898.8923,0.41064822979884424
1.0,197.5757575757576,1.0,480056908216.07404,0.41832620957810435
1.0,202.61616161616163,1.0,499020924632.64905,0.43143454012739785
1.0,207.65656565656568,1.0,507767256733.8472,0.44834647938413064
1.0,212.69696969696972,1.0,490539192344.22424,0.44721839561619675
1.0,217.73737373737376,1.0,545121076570.6377,0.45755258861838605
1.0,222.7777777777778,1.0,545727392246.1416,0.46735248236988525
1.0,227.81818181818184,1.0,567844266699.5465,0.47867266294724753
1.0,232.85858585858588,1.0,588346791556.5084,0.49360367608138883
1.0,237.89898989898992,1.0,603612217661.2047,0.4883727842004266
1.0,242.93939393939394,1.0,666860170268.7957,0.510263269259919
1.0,247.97979797979798,1.0,719147391149.8821,0.5325524757968796
1.0,253.02020202020202,1.0,743251008570.9645,0.5353114106471192
1.0,258.06060606060606,1.0,895913995324.3625,0.5504269144071644
1.0,263.1010101010101,1.0,1049173222131.6038,0.5484034279757332
1.0,268.14141414141415,0.994,2773452673914.074,0.5590496465302224
1.0,273.1818181818182,0.979,2892976022025.878,0.5706580570419382
1.0,278.22222222222223,0.951,1433319530521.8796,0.558997491325563
1.0,283.26262626262627,0.957,1637624866060.1316,0.5710741205738187
1.0,288.3030303030303,0.938,2976184787376.694,0.5814638766576845
1.0,293.34343434343435,0.918,1553465782654.0505,0.5645050829829577
1.0,298.3838383838384,0.906,3729316600617.9272,0.5951602434900466
1.0,303.42424242424244,0.909,1407415221005.8252,0.5856372166559555
1.0,308.4646464646465,0.898,2494492917318.7026,0.6018498433175452
1.0,313.5050505050505,0.882,1600931621972.2534,0.6062478987835022
1.0,318.54545454545456,0.868,1501402350676.7405,0.6047423748479349
1.0,323.5858585858586,0.858,3347132771848.0244,0.6117923601231191
1.0,328.62626262626264,0.867,1773948514335.317,0.6071361202243778
1.0,333.6666666666667,0.838,1976193843073.1128,0.6163055131745002
1.0,338.7070707070707,0.813,2075244298202.3542,0.6252201351293262
1.0,343.74747474747477,0.824,1268840888393.194,0.6331842999527544
1.0,348.7878787878788,0.797,4382611613147.17,0.6373159807004647
1.0,353.82828282828285,0.79,3369773392654.316,0.6298769672251631
1.0,358.8686868686869,0.797,1157435352988.906,0.6198327052508135
1.0,363.90909090909093,0.761,27252937702476.652,0.634527452139817
1.0,368.949494949495,0.749,1473916732549.0625,0.6373245929911223
1.0,373.989898989899,0.772,1675910088509.6367,0.6450524849401233
1.0,379.03030303030306,0.787,2602296235201.4956,0.6422623245306365
1.0,384.0707070707071,0.752,2109791241949.5085,0.6435224942420368
1.0,389.11111111111114,0.732,1548019250497.9998,0.6506335696609985
1.0,394.1515151515152,0.74,1964703211944.6055,0.6686261264671601
1.0,399.1919191919192,0.743,2723094352154.9966,0.6624645992723874
1.0,404.23232323232327,0.704,1400994732185.0042,0.6739344411973873
1.0,409.2727272727273,0.686,1382236122653.0479,0.6757118525579375
1.0,414.31313131313135,0.686,1550250444215.059,0.656836985085151
1.0,419.3535353535354,0.667,2050924907784.9307,0.6950429513189854
1.0,424.39393939393943,0.683,1614054119750.1526,0.684925289277766
1.0,429.4343434343435,0.672,2365762239792.997,0.6981916794799659
1.0,434.4747474747475,0.672,1313480927557.2246,0.6934414226624215
1.0,439.51515151515156,0.663,1529543932770.1445,0.6895248784311698
1.0,444.5555555555556,0.684,2219955977593.5845,0.7073862213182227
1.0,449.59595959595964,0.671,1192616492480.5894,0.696575762328903
1.0,454.6363636363637,0.659,1349039513844.1685,0.7058892065799239
1.0,459.6767676767677,0.657,1411117008458.5977,0.6972657567640597
1.0,464.71717171717177,0.64,2452236795009.384,0.7020935712495145
1.0,469.7575757575758,0.639,1528983977674.4143,0.7000372840535015
1.0,474.79797979797985,0.653,2070512232140.389,0.7098912484559807
1.0,479.8383838383839,0.607,1300847052452.0042,0.7198679853702494
1.0,484.8787878787879,0.601,1855401672580.4517,0.723529632129195
1.0,489.9191919191919,0.591,1318691537044.5103,0.710267231723686
1.0,494.95959595959596,0.603,1454964747750.857,0.73122829325811
1.0,500.0,0.589,1785401255319.9893,0.7253867133141234
11.090909090909092,1.0,1.0,1725681328076.435,0.14510352671484258
11.090909090909092,6.040404040404041,1.0,1726066733854.6558,0.1462798152426513
11.090909090909092,11.080808080808081,1.0,1730704870749.639,0.14678944382783127
11.090909090909092,16.12121212121212,1.0,1741132253240.672,0.1461270683749629
11.090909090909092,21.161616161616163,1.0,1746823507631.9382,0.15438838748478062
11.090909090909092,26.202020202020204,1.0,1755039017183.283,0.1667769651461546
11.090909090909092,31.242424242424242,1.0,1774378003676.0105,0.18236468896142832
11.090909090909092,36.282828282828284,1.0,1789362581070.6467,0.20051971494376203
11.090909090909092,41.323232323232325,1.0,1810608202855.1946,0.2181047837769998
11.090909090909092,46.36363636363637,1.0,1859336891439.973,0.23570771734351018
11.090909090909092,51.40404040404041,1.0,1869029350654.7693,0.257785323352281
11.090909090909092,56.44444444444445,1.0,1915565248928.6216,0.27152513021699165
11.090909090909092,61.484848484848484,1.0,1974863383691.4395,0.2979112115417053
11.090909090909092,66.52525252525253,1.0,2000130590393.3474,0.32085169949282133
11.090909090909092,71.56565656565657,1.0,2040993120355.3147,0.3449456682665234
11.090909090909092,76.60606060606061,1.0,2117162818043.2305,0.37018504764305404
11.090909090909092,81.64646464646465,1.0,2258060174878.6665,0.378367069500093
11.090909090909092,86.68686868686869,1.0,2271078096867.444,0.4064798112084089
11.090909090909092,91.72727272727273,1.0,2455180009827.258,0.43789882754181575
11.090909090909092,96.76767676767678,1.0,2651456672884.73,0.4638492856750797
11.090909090909092,101.80808080808082,1.0,2782787265905.638,0.4816472889714748
11.090909090909092,106.84848484848486,1.0,3063637424918.9165,0.49070334745105354
11.090909090909092,111.8888888888889,1.0,3627583835987.6104,0.5275694077227651
11.090909090909092,116.92929292929294,1.0,4726698264039.754,0.5491039034199374
11.090909090909092,121.96969696969697,0.981,15648452880366.002,0.5713523953190494
11.090909090909092,127.01010101010101,0.951,32752171860440.83,0.5804655998765789
11.090909090909092,132.05050505050505,0.919,6738185513026.463,0.5727716611316649
11.090909090909092,137.0909090909091,0.893,22121100596213.92,0.5954836247522453
11.090909090909092,142.13131313131314,0.884,8067833178885.873,0.6110001365107798
11.090909090909092,147.17171717171718,0.828,16939074027894.605,0.6132773497189602
11.090909090909092,152.21212121212122,0.815,8093562631366.458,0.625288983784865
11.090909090909092,157.25252525252526,0.79,12873342446951.873,0.632271257918329
11.090909090909092,162.2929292929293,0.773,10670177642633.363,0.6561996948292167
11.090909090909092,167.33333333333334,0.745,33853741325649.645,0.6555508725237756
11.090909090909092,172.37373737373738,0.725,19277395019647.79,0.6421344024117805
11.090909090909092,177.41414141414143,0.686,6128010587870.944,0.6713357173473898
11.090909090909092,182.45454545454547,0.711,6307144176934.138,0.6703177451634363
11.090909090909092,187.4949494949495,0.715,6720293697385.253,0.679755173957075
11.090909090909092,192.53535353535355,0.641,7283703614210.227,0.695833731790932
11.090909090909092,197.5757575757576,0.661,8910965542631.215,0.6955684658218045
11.090909090909092,202.61616161616163,0.641,7702858236826.643,0.7121578424040574
11.090909090909092,207.65656565656568,0.631,14548847651525.533,0.6974695696304296
